ThemeName,ThemeDescription,Bg,Bg_A,Surface,Surface_A,SurfaceAlt,SurfaceAlt_A,SurfaceGlass,SurfaceGlass_A,SurfaceGlassStrong,SurfaceGlassStrong_A,Primary,Primary_A,Secondary,Secondary_A,CTA,CTA_A,TextPrimary,TextPrimary_A,TextSecondary,TextSecondary_A,Border,Border_A,BorderGlass,BorderGlass_A,Overlay,Overlay_A
Light_Government_Public_Service,浅色政务/公共服务主题｜配色：背景 #F8FAFC｜主色 #0F172A｜辅色 #334155｜主按钮 #0369A1｜文字 #020617｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #0F172A,1.0, #334155,1.0, #0369A1,1.0, #020617,1.0, #383C49,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Healthcare_App,浅色医疗健康主题｜配色：背景 #ECFEFF｜主色 #0891B2｜辅色 #22D3EE｜主按钮 #059669｜文字 #164E63｜边框 #A5F3FC, #ECFEFF,1.0, #FFFFFF,1.0, #C5F8FD,1.0,,,,, #0891B2,1.0, #22D3EE,1.0, #059669,1.0, #164E63,1.0, #457585,1.0, #A5F3FC,1.0,,, #0F172A,0.55
Light_Home_Services_Plumber_Electrician,浅色通用主题｜配色：背景 #F8FAFC｜主色 #0F172A｜辅色 #334155｜主按钮 #0369A1｜文字 #020617｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #0F172A,1.0, #334155,1.0, #0369A1,1.0, #020617,1.0, #383C49,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Hotel_Hospitality,浅色酒店/文旅主题｜配色：背景 #F8FAFC｜主色 #1E3A8A｜辅色 #3B82F6｜主按钮 #CA8A04｜文字 #1E40AF｜边框 #BFDBFE, #F8FAFC,1.0, #FFFFFF,1.0, #D9E9FD,1.0,,,,, #1E3A8A,1.0, #3B82F6,1.0, #CA8A04,1.0, #1E40AF,1.0, #4E69C0,1.0, #BFDBFE,1.0,,, #0F172A,0.55
Light_Hyperlocal_Services,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Insurance_Platform,浅色保险主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Job_Board_Recruitment,浅色通用主题｜配色：背景 #F8FAFC｜主色 #0F172A｜辅色 #334155｜主按钮 #0369A1｜文字 #020617｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #0F172A,1.0, #334155,1.0, #0369A1,1.0, #020617,1.0, #383C49,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Knowledge_Base_Documentation,浅色知识库/文档主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Language_Learning_App,浅色语言学习主题｜配色：背景 #F0FDFA｜主色 #0D9488｜辅色 #2DD4BF｜主按钮 #EA580C｜文字 #134E4A｜边框 #5EEAD4, #F0FDFA,1.0, #FFFFFF,1.0, #A0F3E5,1.0,,,,, #0D9488,1.0, #2DD4BF,1.0, #EA580C,1.0, #134E4A,1.0, #447571,1.0, #5EEAD4,1.0,,, #0F172A,0.55
Light_Legal_Services,浅色通用主题｜配色：背景 #F8FAFC｜主色 #1E3A8A｜辅色 #1E40AF｜主按钮 #B45309｜文字 #0F172A｜边框 #CBD5E1, #F8FAFC,1.0, #FFFFFF,1.0, #DFE6ED,1.0,,,,, #1E3A8A,1.0, #1E40AF,1.0, #B45309,1.0, #0F172A,1.0, #424958,1.0, #CBD5E1,1.0,,, #0F172A,0.55
Light_Logistics_Delivery,浅色物流配送主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Luxury_Premium_Brand,浅色通用主题｜配色：背景 #FAFAF9｜主色 #1C1917｜辅色 #44403C｜主按钮 #CA8A04｜文字 #0C0A09｜边框 #D6D3D1, #FAFAF9,1.0, #FFFFFF,1.0, #E6E5E3,1.0,,,,, #1C1917,1.0, #44403C,1.0, #CA8A04,1.0, #0C0A09,1.0, #403F3E,1.0, #D6D3D1,1.0,,, #0F172A,0.55
Light_Magazine_Blog,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Marketing_Agency,浅色通用主题｜配色：背景 #FDF2F8｜主色 #EC4899｜辅色 #F472B6｜主按钮 #06B6D4｜文字 #831843｜边框 #FBCFE8, #FDF2F8,1.0, #FFFFFF,1.0, #FCDFEF,1.0,,,,, #EC4899,1.0, #F472B6,1.0, #06B6D4,1.0, #831843,1.0, #9E486B,1.0, #FBCFE8,1.0,,, #0F172A,0.55
Light_Marketplace_P2P,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Medical_Clinic,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Membership_Community,浅色通用主题｜配色：背景 #FAF5FF｜主色 #7C3AED｜辅色 #A78BFA｜主按钮 #F97316｜文字 #4C1D95｜边框 #DDD6FE, #FAF5FF,1.0, #FFFFFF,1.0, #EAE4FE,1.0,,,,, #7C3AED,1.0, #A78BFA,1.0, #F97316,1.0, #4C1D95,1.0, #724DAC,1.0, #DDD6FE,1.0,,, #0F172A,0.55
Light_Mental_Health_App,浅色应用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Micro_Credentials_Badges_Platform,浅色平台主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Micro_SaaS,浅色软件服务主题｜配色：背景 #F8FAFC｜主色 #2563EB｜辅色 #3B82F6｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #2563EB,1.0, #3B82F6,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Museum_Gallery,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Music_Streaming,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_NFT_Web3_Platform,浅色平台主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_News_Media_Platform,浅色平台主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Newsletter_Platform,浅色平台主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Non_profit_Charity,浅色通用主题｜配色：背景 #ECFEFF｜主色 #0891B2｜辅色 #22D3EE｜主按钮 #F97316｜文字 #164E63｜边框 #A5F3FC, #ECFEFF,1.0, #FFFFFF,1.0, #C5F8FD,1.0,,,,, #0891B2,1.0, #22D3EE,1.0, #F97316,1.0, #164E63,1.0, #457585,1.0, #A5F3FC,1.0,,, #0F172A,0.55
Light_Online_Course_E_learning,浅色通用主题｜配色：背景 #F0FDFA｜主色 #0D9488｜辅色 #2DD4BF｜主按钮 #EA580C｜文字 #134E4A｜边框 #5EEAD4, #F0FDFA,1.0, #FFFFFF,1.0, #A0F3E5,1.0,,,,, #0D9488,1.0, #2DD4BF,1.0, #EA580C,1.0, #134E4A,1.0, #447571,1.0, #5EEAD4,1.0,,, #0F172A,0.55
Light_Pet_Tech_App,浅色应用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Pharmacy_Drug_Store,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Photography_Studio,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Podcast_Platform,浅色平台主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Portfolio_Personal,浅色通用主题｜配色：背景 #FAFAFA｜主色 #18181B｜辅色 #3F3F46｜主按钮 #2563EB｜文字 #09090B｜边框 #E4E4E7, #FAFAFA,1.0, #FFFFFF,1.0, #EEEEF0,1.0,,,,, #18181B,1.0, #3F3F46,1.0, #2563EB,1.0, #09090B,1.0, #3E3E40,1.0, #E4E4E7,1.0,,, #0F172A,0.55
Light_Productivity_Tool,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Real_Estate_Property,浅色通用主题｜配色：背景 #F0FDFA｜主色 #0F766E｜辅色 #14B8A6｜主按钮 #0369A1｜文字 #134E4A｜边框 #99F6E4, #F0FDFA,1.0, #FFFFFF,1.0, #C0F9EE,1.0,,,,, #0F766E,1.0, #14B8A6,1.0, #0369A1,1.0, #134E4A,1.0, #447571,1.0, #99F6E4,1.0,,, #0F172A,0.55
Light_Remote_Work_Collaboration_Tool,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Restaurant_Food_Service,浅色服务主题｜配色：背景 #FEF2F2｜主色 #DC2626｜辅色 #F87171｜主按钮 #CA8A04｜文字 #450A0A｜边框 #FECACA, #FEF2F2,1.0, #FFFFFF,1.0, #FEDCDC,1.0,,,,, #DC2626,1.0, #F87171,1.0, #CA8A04,1.0, #450A0A,1.0, #6E3D3D,1.0, #FECACA,1.0,,, #0F172A,0.55
Light_SaaS_General,浅色软件服务主题｜配色：背景 #F8FAFC｜主色 #2563EB｜辅色 #3B82F6｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #2563EB,1.0, #3B82F6,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Senior_Care_Elderly,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Service_Landing_Page,浅色服务主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Smart_Home_IoT_Dashboard,浅色看板主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Social_Media_App,浅色应用主题｜配色：背景 #F8FAFC｜主色 #2563EB｜辅色 #60A5FA｜主按钮 #F43F5E｜文字 #1E293B｜边框 #DBEAFE, #F8FAFC,1.0, #FFFFFF,1.0, #E8F1FD,1.0,,,,, #2563EB,1.0, #60A5FA,1.0, #F43F5E,1.0, #1E293B,1.0, #4E5765,1.0, #DBEAFE,1.0,,, #0F172A,0.55
Light_Spatial_Vision_OS,浅色通用主题｜配色：背景 #888888｜主色 #FFFFFF｜辅色 #E5E5E5｜主按钮 #007AFF｜文字 #000000｜边框 #FFFFFF, #888888,1.0, #FFFFFF,1.0, #C9C9C9,1.0,,,,, #FFFFFF,1.0, #E5E5E5,1.0, #007AFF,1.0, #000000,1.0, #1E1E1E,1.0, #FFFFFF,1.0,,, #0F172A,0.55
Light_Sports_Team_Club,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Subscription_Box_Service,浅色服务主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Sustainability_ESG_Platform,浅色平台主题｜配色：背景 #FAF5FF｜主色 #7C3AED｜辅色 #A78BFA｜主按钮 #06B6D4｜文字 #1E1B4B｜边框 #DDD6FE, #FAF5FF,1.0, #FFFFFF,1.0, #EAE4FE,1.0,,,,, #7C3AED,1.0, #A78BFA,1.0, #06B6D4,1.0, #1E1B4B,1.0, #4E4B73,1.0, #DDD6FE,1.0,,, #0F172A,0.55
Light_Theater_Cinema,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Travel_Tourism_Agency,浅色通用主题｜配色：背景 #FDF2F8｜主色 #EC4899｜辅色 #F472B6｜主按钮 #06B6D4｜文字 #831843｜边框 #FBCFE8, #FDF2F8,1.0, #FFFFFF,1.0, #FCDFEF,1.0,,,,, #EC4899,1.0, #F472B6,1.0, #06B6D4,1.0, #831843,1.0, #9E486B,1.0, #FBCFE8,1.0,,, #0F172A,0.55
Light_Veterinary_Clinic,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Video_Streaming_OTT,浅色通用主题｜配色：背景 #F8FAFC｜主色 #3B82F6｜辅色 #60A5FA｜主按钮 #F97316｜文字 #1E293B｜边框 #E2E8F0, #F8FAFC,1.0, #FFFFFF,1.0, #ECF0F5,1.0,,,,, #3B82F6,1.0, #60A5FA,1.0, #F97316,1.0, #1E293B,1.0, #4E5765,1.0, #E2E8F0,1.0,,, #0F172A,0.55
Light_Wedding_Event_Planning,浅色通用主题｜配色：背景 #FAF5FF｜主色 #7C3AED｜辅色 #A78BFA｜主按钮 #F97316｜文字 #4C1D95｜边框 #DDD6FE, #FAF5FF,1.0, #FFFFFF,1.0, #EAE4FE,1.0,,,,, #7C3AED,1.0, #A78BFA,1.0, #F97316,1.0, #4C1D95,1.0, #724DAC,1.0, #DDD6FE,1.0,,, #0F172A,0.55
Light_Wellness_SoftUI,浅色通用主题｜配色：背景 #ECFDF5｜主色 #10B981｜辅色 #34D399｜主按钮 #8B5CF6｜文字 #064E3B｜边框 #A7F3D0, #ECFDF5,1.0, #FFFFFF,1.0, #D1FAE5,1.0,,,,, #10B981,1.0, #34D399,1.0, #8B5CF6,1.0, #064E3B,1.0, #065F46,1.0, #A7F3D0,1.0,,, #064E3B,0.5
